Ejected yields in solar masses from Battino et al. 2019, MNRAS (models listed in Table 2)

Isotope	 m2z1m2	 m3z1m2	 m2z2m2	 m3z2m2	 m2z3m2	 m3z3m2	 m3z2m2-hCBM	 m3z3m2-hCBM
Pb-197	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-198	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-199	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-200	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-201	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-202	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-203	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-204	1.1819004E-09	2.7495654E-09	5.6414855E-10	3.3954096E-09	3.3674931E-10	1.2494372E-09	4.3058520E-09	1.9155077E-09
Pb-205	2.5430591E-11	5.4850975E-11	4.8126739E-12	4.8376136E-11	7.5591848E-13	1.1067267E-11	6.2680311E-11	1.9418307E-11
Pb-208	1.4538764E-08	5.7719248E-08	9.9863161E-09	3.2787968E-08	8.9401453E-09	2.2231808E-08	3.7505747E-08	3.2189495E-08
Pb-209	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-210	5.8523172E-19	5.9056253E-17	8.1876810E-20	1.2216836E-17	1.2809407E-20	1.1543380E-18	1.0850710E-17	1.2316653E-18
Pb-211	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Bi-202	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Bi-203	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Bi-204	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Bi-205	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Bi-206	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Bi-207	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Bi-208	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Bi-209	5.7234086E-10	1.5871508E-09	9.2151714E-10	2.2090661E-09	8.7428442E-10	1.9936758E-09	2.2406978E-09	2.8087169E-09
Bi-210	1.3838816E-11	1.1800116E-10	2.0568328E-12	2.8060100E-11	1.2314208E-12	1.0266382E-11	3.7454284E-11	1.6750526E-11
Al-26m1	1.0561106E-99	6.8525827E-30	1.0148024E-99	1.2166526E-31	6.6732552E-100	5.8825917E-31	4.6292014E-30	2.0946096E-99
Kr-85m1	1.0561106E-99	1.3272944E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4910646E-99	1.7990698E-89	2.0946096E-99
Cd-115m1	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	5.5366660E-93	2.0946096E-99
Lu-176m1	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2687886E-99	2.0946096E-99
Ta-180m1	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
